stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
5114,11stSand,E 11TH ST S&S SANDUSKY AVE,4317 E 11TH ST S & S SANDUSKY AVE,36.147877,-95.928936,,,,
5115,11stRock,E 11TH ST S&S ROCKFORD AVE,1469 E 11TH ST S & S ROCKFORD AVE,36.147962,-95.972499,,,,
5116,11stSher,E 11TH ST S&S SHERIDAN RD,6449 E 11TH ST S & S SHERIDAN RD,36.148039,-95.9051,,,,
5117,11stSher,E 11TH ST S&S SHERIDAN RD,6524 E 11TH ST S & S SHERIDAN RD,36.147852,-95.903956,,,,
5118,11stTren,E 11TH ST S&S TRENTON AVE,1531 E 11TH ST S & S TRENTON AVE,36.147948,-95.970908,,,,
5119,11stStLu,E 11TH ST S&S ST LOUIS AVE,1540 E 11TH ST S & S ST LOUIS AVE,36.147803,-95.970752,,,,
5120,11stTol,E 11TH ST S&S TOLEDO AVE,4473 E 11TH ST S & S TOLEDO AVE,36.147887,-95.927221,,,,
5121,11stTol,E 11TH ST S&S TOLEDO AVE,4516 E 11TH ST S & S TOLEDO AVE,36.147748,-95.926708,,,,
5122,11stTren,E 11TH ST S&S TRENTON AVE,1606 E 11TH ST S & S TRENTON AVE,36.14781,-95.969513,,,,
5123,11stUtic,S UTICA AVE&E 11TH ST,1669 E 11TH ST S & S UTICA AVE,36.147952,-95.967788,,,,
5124,11stUtic,E 11TH ST S&S UTICA AVE,1706 E 11TH ST S & S UTICA AVE,36.147773,-95.966769,,,,
5125,11stVand,E 11TH ST S&S VANDALIA AVE,4730 E 11TH ST S & S VANDALIA AVE,36.14776,-95.924427,,,,
5126,11stVict,E 11TH ST S&S VICTOR AVE,1721 E 11TH ST S & S VICTOR AVE,36.147931,-95.965968,,,,
5127,11stVict,E 11TH ST S&S VICTOR AVE,1804 E 11TH ST S & S VICTOR AVE,36.147767,-95.965049,,,,
5128,11stWins,E 11TH ST S&S WINSTON AVE,4729 E 11TH ST S & S WINSTON AVE,36.14788,-95.924433,,,,
5129,11stYork,E 11TH ST S&S YORKTOWN AVE,2058 E 11TH ST S & S YORKTOWN AVE,36.147818,-95.962162,,,,
5130,11stXanP,E 11TH ST S&S XANTHUS PL,2021 E 11TH ST S & S XANTHUS PL,36.14791,-95.962925,,,,
5131,11stYa,E 11TH ST S&S YALE AVE,4855 E 11TH ST S & S YALE AVE,36.147908,-95.923008,,,,
5132,11stYa,E 11TH ST S&S YALE AVE,4928 E 11TH ST S & S YALE AVE,36.147736,-95.922099,,,,
5133,11stYork,E 11TH ST S&S YORKTOWN AVE,2124 E 11TH ST S & S YORKTOWN AVE,36.147759,-95.961301,,,,
5134,Jasp152a,W JASPER ST&S 152ND E AV,15187 W JASPER ST/E 131ST ST & S 152ND E AVE,35.973884,-95.807464,,,,
5135,15stFloP,E 15TH ST S&S FLORENCE PL,3109 E 15TH ST S & S FLORENCE PL,36.140617,-95.944308,,,,
5136,15stAlgh,E 15TH ST S&S ALLEGHENY AVE,4981 E 15TH ST S & S ALLEGHENY AVE,36.140654,-95.921608,,,,
5137,15stAtl,E 15TH ST S&S ATLANTA AVE,2483 E 15TH ST S & S ATLANTA AVE,36.140622,-95.956252,,,,
5138,15stAtl,E 15TH ST S&S ATLANTA AVE,2512 E 15TH ST S & S ATLANTA AVE,36.140475,-95.955766,,,,
5139,15stBalt,E 15TH ST S&S BALTIMORE AVE,64 E 15TH ST S & S BALTIMORE AVE,36.14057,-95.985953,,,,
5141,15stCin,E 15TH ST S&S CINCINNATI AVE,230 E 15TH ST S & S CINCINNATI AVE,36.140551,-95.983616,,,,
5142,15stBrdn,E 15TH ST S&S BRADEN AVE,5073 E 15TH ST S & S BRADEN AVE,36.14065,-95.920537,,,,
5143,15stBrdn,E 15TH ST S&S BRADEN AVE,5110 E 15TH ST S & S BRADEN AVE,36.140495,-95.920087,,,,
5144,15stCin,E 15TH ST S&S CINCINNATI AVE,165 E 15TH ST S & S CINCINNATI AVE,36.140704,-95.984369,,,,
5145,15stColl,E 15TH ST S&S COLLEGE AVE,2975 E 15TH ST S & S COLLEGE AVE,36.140642,-95.946177,,,,
5146,15stCuP,E 15TH ST S&S COLUMBIA PL,2701 E 15TH ST S & S COLUMBIA PL,36.140625,-95.951427,,,,
5147,15stColu,E 15TH ST S&S COLUMBIA AVE,2704 E 15TH ST S & S COLUMBIA AVE,36.140463,-95.9513,,,,
5148,15stDar,E 15TH ST S&S DARLINGTON AVE,5275 E 15TH ST S & S DARLINGTON AVE,36.140663,-95.918304,,,,
5149,15stDar,E 15TH ST S&S DARLINGTON AVE,,36.14054,-95.917889,,,,
5150,15stDel,E 15TH ST S&S DELAWARE AVE,2804 E 15TH ST S & S DELAWARE AVE,36.140499,-95.949025,,,,
5151,15stEvan,E 15TH ST S&S EVANSTON AVE,2867 E 15TH ST S & S EVANSTON AVE,36.140633,-95.947514,,,,
5152,15stEvan,E 15TH ST S&S EVANSTON AVE,2920 E 15TH ST S & S EVANSTON AVE,36.140508,-95.946865,,,,
5153,15stFlor,E 15TH ST S&S FLORENCE AVE,3104 E 15TH ST S & S FLORENCE AVE,36.140494,-95.944622,,,,
5154,15stErie,E 15TH ST S&S ERIE AVE,,36.140542,-95.915943,,,,
5155,15stGary,E 15TH ST S&S GARY AVE,3177 E 15TH ST S & S GARY AVE,36.140628,-95.942863,,,,
5156,15stGary,E 15TH ST S&S GARY AVE,3208 E 15TH ST S & S GARY AVE,36.140503,-95.942248,,,,
5157,15stHarv,E 15TH ST S&S HARVARD AVE,3255 E 15TH ST S & S HARVARD AVE,36.140631,-95.940939,,,,
5158,15stHarv,E 15TH ST S&S HARVARD AVE,3360 E 15TH ST S & S HARVARD AVE,36.140485,-95.939677,,,,
5159,15stJamt,E 15TH ST S&S JAMESTOWN AVE,,36.140684,-95.938388,,,,
5160,15stLew,E 15TH ST S&S LEWIS AVE,2349 E 15TH ST S & S LEWIS AVE,36.14061,-95.958818,,,,
5161,15stLew,E 15TH ST S&S LEWIS AVE,2410 E 15TH ST S & S LEWIS AVE,36.140479,-95.957797,,,,
5162,15stLou,E 15TH ST S&S LOUISVILLE AVE,3669 E 15TH ST S & S LOUISVILLE AVE,36.140697,-95.936191,,,,
5163,15stLou,E 15TH ST S&S LOUISVILLE AVE,3734 E 15TH ST S & S LOUISVILLE AVE,36.140472,-95.935471,,,,
5164,15stMad,E 15TH ST S&S MADISON AVE,1024 E 15TH ST S & S MADISON AVE,36.140565,-95.980032,,,,
5165,15stNHvn,E 15TH ST S&S NEW HAVEN AVE,3857 E 15TH ST S & S NEW HAVEN AVE,36.140695,-95.934136,,,,
5166,15stNHvn,E 15TH ST S&S NEW HAVEN AVE,3922 E 15TH ST S & S NEW HAVEN AVE,36.140469,-95.933336,,,,
5167,15stNewP,E 15TH ST S&S NEWPORT AVE,1142 E 15TH ST S & S NEWPORT AVE,36.140578,-95.977741,,,,
5168,15stNorf,E 15TH ST S&S NORFOLK AVE,1079 E 15TH ST S & S NORFOLK AVE,36.1407,-95.979336,,,,
5169,15stNorf,E 15TH ST S&S NORFOLK AVE,1104 E 15TH ST S & S NORFOLK AVE,36.140575,-95.978893,,,,
5170,15stOswe,E 15TH ST S&S OSWEGO AVE,3977 E 15TH ST S & S OSWEGO AVE,36.140698,-95.932824,,,,
5171,15stOswe,E 15TH ST S&S OWASSO AVE,1238 E 15TH ST S & S OWASSO AVE,36.140576,-95.976355,,,,
5172,15stPeo,E 15TH ST S&S PEORIA AVE,1265 E 15TH ST S & S PEORIA AVE,36.140699,-95.976043,,,,
5173,15stPeo,E 15TH ST S&S PEORIA AVE,1308 E 15TH ST S & S PEORIA AVE,36.140566,-95.975321,,,,
5174,15stPit,E 15TH ST S&S PITTSBURG AVE,4075 E 15TH ST S & S PITTSBURG AVE,36.140681,-95.931704,,,,
5175,15stQuak,E 15TH ST S&S QUAKER AVE,1321 E 15TH ST S & S QUAKER AVE,36.140714,-95.974892,,,,
5176,15stQueb,E 15TH ST S&S QUEBEC AVE,4181 E 15TH ST S & S QUEBEC AVE,36.140678,-95.930556,,,,
5177,15stPit,E 15TH ST S&S PITTSBURG AVE,4182 E 15TH ST S & S PITTSBURG AVE,36.140458,-95.930561,,,,
5178,15stQuin,E 15TH ST S&S QUINCY AVE,1430 E 15TH ST S & S QUINCY AVE,36.140557,-95.972922,,,,
5179,15stRich,E 15TH ST S&S RICHMOND AVE,,36.140447,-95.928957,,,,
5180,15stSand,E 15TH ST S&S SANDUSKY AVE,,36.140682,-95.928341,,,,
5182,15stJop,E 15TH ST S&S JOPLIN AVE,6288 E 15TH ST S & S JOPLIN AVE,36.140593,-95.906059,,,,
5183,15stGltt,E 15TH ST S&S GILLETTE AVE,2233 E 15TH ST S & S GILLETTE AVE,36.140614,-95.959901,,,,
5184,15stUrba,E 15TH ST S&S URBANA AVE,,36.140678,-95.926247,,,,
5185,15stUrba,E 15TH ST S&S URBANA AVE,4614 E 15TH ST S & S URBANA AVE,36.14045,-95.925537,,,,
5186,15stUtic,E 15TH ST S&S UTICA AVE,1663 E 15TH ST S & S UTICA AVE,36.140659,-95.967663,,,,
5187,15stUtic,E 15TH ST S&S UTICA AVE,1732 E 15TH ST S & S UTICA AVE,36.140527,-95.96676,,,,
5188,15stVict,E 15TH ST S&S VICTOR AVE,1749 E 15TH ST S & S VICTOR AVE,36.140667,-95.966519,,,,
5189,15stXanP,E 15TH ST S&S XANTHUS PL,1891 E 15TH ST S & S XANTHUS PL,36.140637,-95.962902,,,,
5190,15stYa,E 15TH ST S&S YALE AVE,4855 E 15TH ST S & S YALE AVE,36.140689,-95.923007,,,,
5191,15stYa,E 15TH ST S&S YALE AVE,4930 E 15TH ST S & S YALE AVE,36.140466,-95.922161,,,,
5192,15stYork,E 15TH ST S&S YORKTOWN AVE,2104 E 15TH ST S & S YORKTOWN AVE,36.140485,-95.961798,,,,
5193,15stColu,E 15TH ST S&S COLUMBIA AVE,2603 E 15TH ST S & S COLUMBIA AVE,36.140654,-95.953327,,,,
5194,15stFul,E 15TH ST S&S FULTON AVE,,36.140695,-95.916001,,,,
5195,21st107a,E 21ST ST S&S 107TH E AVE,10311 E 21ST ST S & S 107TH E AVE,36.133578,-95.86223,,,,
5196,21st109a,E 21ST ST S&S 109TH E AVE,10739 E 21ST ST S & S 109TH E AVE,36.133584,-95.855695,,,,
5197,21st116a,E 21ST ST S&S 116TH E AVE,11577 E 21ST ST S & S 116TH E AVE,36.133589,-95.847725,,,,
5198,21st123a,E 21ST ST S&S 123RD E AVE,12125 E 21ST ST S & S 123RD E AVE,36.133559,-95.841063,,,,
5199,21st123a,E 21ST ST S&S 123RD E AVE,12185 E 21ST ST S & S 123RD E AVE,36.133573,-95.839632,,,,
5200,21st125a,E 21ST ST S&S 125TH E AVE,12379 E 21ST ST S & S 125TH E AVE,36.133566,-95.837546,,,,
5201,21st129a,E 21ST ST S&S 129TH E AVE,12591 E 21ST ST S & S 129TH E AVE,36.133561,-95.8337,,,,
5202,21st71av,E 21ST ST S&S 71ST E AVE,6990 E 21ST ST S & S 71ST E AVE,36.133515,-95.897552,,,,
5203,21st73av,E 21ST ST S&S 73RD E AVE,7278 E 21ST ST S & S 73RD E AVE,36.133525,-95.895746,,,,
5204,21st77av,E 21ST ST S&S 77TH E AVE,,36.133498,-95.892518,,,,
5205,21st79av,E 21ST ST S&S 79TH E AVE,7795 E 21ST ST S & S 79TH E AVE,36.133562,-95.889174,,,,
5206,21st89av,E 21ST ST S&S 89TH E AVE,8867 E 21ST ST S & S 89TH E AVE,36.133574,-95.878156,,,,
5207,21st93av,E 21ST ST S&S 93RD E AVE,8993 E 21ST ST S & S 93RD E AVE,36.13358,-95.874673,,,,
5208,21st99av,E 21ST ST S&S 99TH E AVE,9893 E 21ST ST S & S 99TH E AVE,36.133568,-95.866332,,,,
5209,21stAtl,E 21ST ST S&S ATLANTA AVE,2489 E 21ST ST S & S ATLANTA AVE,36.133341,-95.95623,,,,
5210,21stCin,E 21ST ST S&S CINCINNATI AVE,189 E 21ST ST S & S CINCINNATI AVE,36.133411,-95.983718,,,,
5211,21stEvan,E 21ST ST S&S EVANSTON AVE,,36.133324,-95.947277,,,,
5212,21stFul,E 21ST ST S&S FULTON AVE,,36.133448,-95.914517,,,,
5213,21stGntt,E 21ST ST S&S GARNETT RD,11175 E 21ST ST S & S GARNETT RD,36.133584,-95.851552,,,,
5214,21stGary,E 21ST ST S&S GARY AVE,3183 E 21ST ST S & S GARY AVE,36.133344,-95.942831,,,,
5215,21stHarv,E 21ST ST S&S HARVARD AVE,3257 E 21ST ST S & S HARVARD AVE,36.133369,-95.940908,,,,
5216,21stHud,E 21ST ST S&S HUDSON AVE,5657 E 21ST ST S & S HUDSON AVE,36.13345,-95.913246,,,,
5217,21stIndy,E 21ST ST S&S INDIANAPOLIS AVE,,36.133342,-95.939581,,,,
5218,21stKnox,E 21ST ST S&S KNOXVILLE AVE,3575 E 21ST ST S & S KNOXVILLE AVE,36.133362,-95.93725,,,,
5219,21stLake,E 21ST ST S&S LAKEWOOD AVE,,36.133464,-95.909346,,,,
5220,21stLew,E 21ST ST S&S LEWIS AVE,2279 E 21ST ST S & S LEWIS AVE,36.13334,-95.958611,,,,
5221,21stMpwd,E 21ST ST S&S MAPLEWOOD AVE,6193 E 21ST ST S & S MAPLEWOOD AVE,36.133484,-95.907178,,,,
5222,21stOswe,E 21ST ST S&S OSWEGO AVE,,36.133353,-95.934832,,,,
5223,21st85av,E 21ST ST S&S 85TH E AVE,8219 E 21ST ST S & S 85TH E AVE,36.133579,-95.885359,,,,
5224,21stNorf,E 21ST ST S&S NORFOLK AVE,1076 E 21ST ST S & S NORFOLK AVE,36.133401,-95.9793,,,,
5225,21stPeo,E 21ST ST S&S PEORIA AVE,1279 E 21ST ST S & S PEORIA AVE,36.133436,-95.975978,,,,
5226,21stPit,E 21ST ST S&S PITTSBURG AVE,,36.13337,-95.931842,,,,
5227,21stWh,E 21ST ST S&S WHEELING AVE,1934 E 21ST ST S & S WHEELING AVE,36.133383,-95.965105,,,,
5228,21stBrdn,E 21ST ST S&S BRADEN AVE,4953 E 21ST ST S & S BRADEN AVE,36.133426,-95.921362,,,,
5229,21st107a,E 21ST ST S&S 107TH E AVE,10702 E 21ST ST S & S 107TH E AVE,36.133373,-95.856956,,,,
5230,21st109a,E 21ST ST S&S 109TH E  AVE,10924 E 21ST ST S & S 109TH E  AVE,36.133388,-95.854535,,,,
5231,21st111a,E 21ST ST S&S 111TH E AVE,11114 E 21ST ST S & S 111TH E AVE,36.133392,-95.852761,,,,
5232,21st114a,E 21ST ST S&S 114TH E AVE,11536 E 21ST ST S & S 114TH E AVE,36.133386,-95.848063,,,,
5233,21st117a,E 21ST ST S&S 117TH E AVE,11724 E 21ST ST S & S 117TH E AVE,36.133389,-95.845864,,,,
5234,21st120a,E 21ST ST S&S 120TH E AVE,11975 E 21ST ST S & S 120TH E AVE,36.133571,-95.843688,,,,
5235,21st120a,E 21ST ST S&S 120TH E AVE,12008 E 21ST ST S & S 120TH E AVE,36.133379,-95.843276,,,,
5236,21st121a,E 21ST ST S&S 121ST E AVE,12114 E 21ST ST S & S 121ST E AVE,36.133377,-95.841317,,,,
5237,21st123a,E 21ST ST S&S 123RD E AVE,12310 E 21ST ST S & S 123RD E AVE,36.133363,-95.839077,,,,
5238,21st125a,E 21ST ST S&S 125TH E AVE,12560 E 21ST ST S & S 125TH E AVE,36.133353,-95.834722,,,,
5239,21st129a,E 21ST ST S&S 129TH E AVE,12950 E 21ST ST S & S 129TH E AVE,36.133357,-95.832032,,,,
5240,21st131a,E 21ST ST S&S 131ST E AVE,13112 E 21ST ST S & S 131ST E AVE,36.133364,-95.830308,,,,
5241,21st68av,E 21ST ST S&S 68TH E AVE,6798 E 21ST ST S & S 68TH E AVE,36.133381,-95.90059,,,,
5242,21st69av,E 21ST ST S&S 69TH E AVE,6798 E 21ST ST S & S 69TH E AVE,36.133522,-95.900555,,,,
5243,21st67av,E 21ST ST S&S 67TH E AVE,6978 E 21ST ST S & S 67TH E AVE,36.133384,-95.897857,,,,
5244,21st71av,E 21ST ST S&S 71ST E AVE,7090 E 21ST ST S & S 71ST E AVE,36.133383,-95.896781,,,,
5245,21st76av,E 21ST ST S&S 76TH E AVE,,36.133395,-95.892526,,,,
5246,21st77av,E 21ST ST S&S 77TH E AVE,7710 E 21ST ST S & S 77TH E AVE,36.133402,-95.890938,,,,
5247,21st79av,E 21ST ST S&MEMORIAL,7846 E 21ST ST S & S 79TH E AVE,36.133409,-95.888387,,,,
5248,21st85av,E 21ST ST S&S 85TH E AVE,8475 E 21ST ST S & S 85TH E AVE,36.13357,-95.882492,,,,
5249,21st85av,E 21ST ST S&S 85TH E AVE,8530 E 21ST ST S & S 85TH E AVE,36.133369,-95.881871,,,,
5250,21st87av,E 21ST ST S&S 87TH E AVE,8714 E 21ST ST S & S 87TH E AVE,36.13337,-95.879701,,,,
5251,21st91av,E 21ST ST S&S 91ST E AVE,,36.133373,-95.875243,,,,
5252,21st92av,E 21ST ST S&S 92ND E AVE,9214 E 21ST ST S & S 92ND E AVE,36.133372,-95.873032,,,,
5253,21st99av,E 21ST ST S&S 99TH E AVE,9914 E 21ST ST S & S 99TH E AVE,36.13338,-95.865825,,,,
5254,21stAtl,E 21ST ST S&S ATLANTA AVE,2502 E 21ST ST S & S ATLANTA AVE,36.133177,-95.955927,,,,
5255,21stBmAv,E 21ST ST S&S BIRMINGHAM AVE,2583 E 21ST ST S & S BIRMINGHAM AVE,36.133341,-95.953987,,,,
5256,21stCin,E 21ST ST S&S CINCINNATI AVE,220 E 21ST ST S & S CINCINNATI AVE,36.133297,-95.983121,,,,
5257,21stColu,E 21ST ST S&S COLUMBIA AVE,2691 E 21ST ST S & S COLUMBIA AVE,36.133366,-95.951207,,,,
5258,21stBmAv,E 21ST ST S&S BIRMINGHAM AVE,2686 E 21ST ST S & S BIRMINGHAM AVE,36.133186,-95.951259,,,,
5259,21stDar,E 21ST ST S&S DARLINGTON AVE,,36.133297,-95.917748,,,,
5260,21stColu,E 21ST ST S&S COLUMBIA AVE,,36.133209,-95.947261,,,,
5261,21stFlor,E 21ST ST S&S FLORENCE AVE,3084 E 21ST ST S & S FLORENCE AVE,36.133344,-95.945011,,,,
5262,21stFlor,E 21ST ST S&S FLORENCE AVE,3114 E 21ST ST S & S FLORENCE AVE,36.133226,-95.943944,,,,
5263,21stFul,E 21ST ST S&S FULTON AVE,5535 E 21ST ST S & S FULTON AVE,36.133316,-95.913923,,,,
5264,21stGntt,E 21ST ST S&S GARNETT RD,11350 E 21ST ST S & S GARNETT RD,36.133387,-95.850262,,,,
5265,21stGary,E 21ST ST S&S GARY AVE,3212 E 21ST ST S & S GARY AVE,36.133224,-95.941936,,,,
5266,21stHarv,E 21ST ST S&S HARVARD AVE,,36.13319,-95.939525,,,,
5267,21stIrvg,E 21ST ST S&S IRVINGTON AVE,,36.133335,-95.910844,,,,
5268,21stLew,E 21ST ST S&S LEWIS AVE,2442 E 21ST ST S & S LEWIS AVE,36.133144,-95.957259,,,,
5270,21stMad,E 21ST ST S&S MADISON AVE,1018 E 21ST ST S & S MADISON AVE,36.133292,-95.980238,,,,
5271,21stMa,E 21ST ST S&S MAIN ST,24 E 21ST ST S & S MAIN ST,36.133285,-95.987101,,,,
5272,21stMpwd,E 21ST ST S&S MAPLEWOOD AVE,6206 E 21ST ST S & S MAPLEWOOD AVE,36.133362,-95.906748,,,,
5273,21stMari,E 21ST ST S&S MARION AVE,,36.133231,-95.935113,,,,
5274,21stMem,E 21ST ST S&S MEMORIAL DR,8154 E 21ST ST S & S MEMORIAL DR,36.13337,-95.886089,,,,
5275,21stMem,E 21ST ST S&S MEMORIAL DR,7931 E 21ST ST S & S MEMORIAL DR,36.133562,-95.887413,,,,
5276,21stOswe,E 21ST ST S&S OSWEGO AVE,,36.133239,-95.932339,,,,
5277,21stOw,E 21ST ST S&S OWASSO AVE,1220 E 21ST ST S & S OWASSO AVE/E 21ST PL S,36.133299,-95.976983,,,,
5278,21stPeo,E 21ST ST S&S PEORIA AVE,1330 E 21ST ST S & S PEORIA AVE,36.133301,-95.975097,,,,
5279,21stRock,E 21ST ST S&S ROCKFORD AVE,1502 E 21ST ST S & S ROCKFORD AVE,36.133295,-95.971361,,,,
5280,21stSher,E 21ST ST S&S SHERIDAN RD,6508 E 21ST ST S & S SHERIDAN RD,36.133338,-95.904035,,,,
5281,21stSher,E 21ST ST S&S SHERIDAN RD,6274 E 21ST ST S & S SHERIDAN RD,36.133516,-95.905223,,,,
5282,21st68av,E 21ST ST S&S 68TH E AVE,6518 E 21ST ST S & S 68TH E AVE,36.133525,-95.903516,,,,
5283,21stUtic,E 21ST ST S&S UTICA AVE,1587 E 21ST ST S & S UTICA AVE,36.133378,-95.967679,,,,
5284,21stUtic,E 21ST ST S&S UTICA AVE,1920 E 21ST ST S & S UTICA AVE,36.133229,-95.965993,,,,
5285,21stVand,E 21ST ST S&S VANDALIA AVE,,36.133253,-95.924827,,,,
5286,21stWh,E 21ST ST S&S WHEELING AVE,1994 E 21ST ST S & S WHEELING AVE/S XANTHUS AVE,36.133194,-95.963498,,,,
5287,21stYa,E 21ST ST S&S YALE AVE,4920 E 21ST ST S & S YALE AVE,36.133238,-95.922066,,,,
5288,21stYork,E 21ST ST S&S YORKTOWN AVE,2071 E 21ST ST S & S YORKTOWN AVE,36.133342,-95.962399,,,,
5289,21stYork,E 21ST ST S&S YORKTOWN AVE,2118 E 21ST ST S & S YORKTOWN AVE,36.133174,-95.961707,,,,
5290,21stYa,E 21ST ST S&S YALE AVE,,36.133438,-95.923537,,,,
5291,31st108a,E 31ST ST S&S 108TH E AVE,10824 E 31ST ST S & S 108TH E AVE,36.118863,-95.856113,,,,
5292,31st111a,E 31ST ST S&S 111TH E AVE,11162 E 31ST ST S & S 111TH E AVE,36.118904,-95.852795,,,,
5293,31st129a,E 31ST ST S&S 129TH E AVE,12918 E 31ST ST S & S 129TH E AVE,36.118852,-95.832776,,,,
5294,31st99av,E 31ST ST S&S 99TH E AVE,9743 E 31ST ST S & S 99TH E AVE,36.119024,-95.866657,,,,
5295,31stMngo,E 31ST ST S&S MINGO RD,9477 E 31ST ST S & S MINGO RD,36.11906,-95.869135,,,,
5297,31st101a,E 31ST ST S&S 101ST E AVE,10194 E 31ST ST S & S 101ST E AVE,36.118863,-95.862867,,,,
5298,31st101a,E 31ST ST S&S 101ST E AVE,10135 E 31ST ST S & S 101ST E AVE,36.119055,-95.863876,,,,
5299,31st108a,E 31ST ST S&S 108TH E AVE,10683 E 31ST ST S & S 108TH E AVE,36.119107,-95.856743,,,,
5300,31st111a,E 31ST ST S&S 111TH E AVE,10981 E 31ST ST S & S 111TH E AVE,36.119061,-95.853761,,,,
5301,31st124a,E 31ST ST S&S 124TH E AVE,,36.118852,-95.839198,,,,
5302,31st126a,E 31ST ST S&S 126TH E AVE,12730 E 31ST ST S & S 126TH E AVE,36.118852,-95.835458,,,,
5303,31st129a,31ST ST S & 129TH E AVE,12855 E 31ST ST S & S 129TH E AVE,36.119035,-95.833805,,,,
5304,31st66Pl,E 31ST ST S&S 66TH E PL,6741 E 31ST ST S & S 66TH E PL,36.11898,-95.901514,,,,
5306,31st70av,E 31ST ST S&S 70TH E AVE,6893 E 31ST ST S & S 70TH E AVE,36.118974,-95.89859,,,,
5310,31st86av,E 31ST ST S&S 86TH E AVE,8471 E 31ST ST S & S 86TH E AVE,36.118992,-95.881995,,,,
5311,31st87av,E 31ST ST S&S 87TH E AVE,8651 E 31ST ST S & S 87TH E AVE,36.118997,-95.879892,,,,
5312,31st88av,E 31ST ST S&S 88TH E AVE,8810 E 31ST ST S & S 88TH E AVE,36.118866,-95.877977,,,,
5313,31st90av,E 31ST ST S&S 90TH E AVE,8967 E 31ST ST S & S 90TH E AVE,36.119021,-95.875274,,,,
5314,31st94av,E 31ST ST S&S 94TH E AVE,9406 E 31ST ST S & S 94TH E AVE,36.118884,-95.870793,,,,
5315,31st94av,E 31ST ST S&S 94TH E AVE,9183 E 31ST ST S & S 94TH E AVE,36.11903,-95.871859,,,,
5316,31stGntt,E 31ST ST S&S GARNETT RD,11314 E 31ST ST S & S GARNETT RD,36.118882,-95.85068,,,,
5317,31stGntt,E 31ST ST S & S GARNETT RD,11271 E 31ST ST S & S GARNETT RD,36.119074,-95.851508,,,,
5321,31stMem,E 31ST ST S&S MEMORIAL DR,8071 E 31ST ST S & S MEMORIAL DR,36.119026,-95.887077,,,,
5322,31stMem,E 31ST ST S&S MEMORIAL DR,8122 E 31ST ST S & S MEMORIAL DR,36.1188,-95.886128,,,,
5323,31stMngo,E 31ST ST S&S MINGO RD,9712 E 31ST ST S & S MINGO RD,36.118887,-95.868115,,,,
5329,31st74Pl,E 31ST ST S&S 74TH E PL,7390 E 31ST ST S & S 74TH E PL,36.118983,-95.894303,,,,
5333,3stLew,E 3RD ST S&S LEWIS AVE,2367 E 3RD ST S & S LEWIS AVE,36.156691,-95.958577,,,,
5334,3stAtl,E 3RD ST S&S ATLANTA AVE,2483 E 3RD ST S & S ATLANTA AVE,36.156665,-95.956269,,,,
5335,3stAtl,E 3RD ST S&S ATLANTA AVE,2520 E 3RD ST S & S ATLANTA AVE,36.156528,-95.955508,,,,
5336,3stBmAv,E 3RD ST S&S BIRMINGHAM AVE,2589 E 3RD ST S & S BIRMINGHAM AVE,36.156638,-95.953972,,,,
5337,3stBmAv,E 3RD ST S&S BIRMINGHAM AVE,2610 E 3RD ST S & S BIRMINGHAM AVE,36.156524,-95.953439,,,,
5338,3stColl,E 3RD ST S&S COLLEGE AVE,3022 E 3RD ST S & S COLLEGE AVE,36.15624,-95.945823,,,,
5339,3stColu,E 3RD ST S&S COLUMBIA AVE,2685 E 3RD ST S & S COLUMBIA AVE,36.156653,-95.95179,,,,
5340,3stColu,E 3RD ST S&S COLUMBIA AVE,2712 E 3RD ST S & S COLUMBIA AVE,36.156532,-95.951209,,,,
5341,3stDel,E 3RD ST S&S DELAWARE AVE,2818 E 3RD ST S & S DELAWARE AVE,36.156377,-95.948943,,,,
5342,3stEvan,E 3RD ST S&S EVANSTON AVE,2887 E 3RD ST S & S EVANSTON AVE,36.156481,-95.947579,,,,
5343,3stGary,E 3RD ST S&S GARY AVE,3181 E 3RD ST S & S GARY AVE,36.156396,-95.943271,,,,
5344,3stFlor,E 3RD ST S&S FLORENCE AVE,3186 E 3RD ST S & S FLORENCE AVE,36.156288,-95.943192,,,,
5345,3stKeno,E 3RD ST S&S KENOSHA AVE,769 E 3RD ST S & S KENOSHA AVE,36.156466,-95.982559,,,,
5346,3stLans,E 3RD ST S&S LANSING AVE,,36.156633,-95.980738,,,,
5347,3stLew,E 3RD ST S&S LEWIS AVE,2416 E 3RD ST S & S LEWIS AVE,36.156465,-95.957784,,,,
5348,3stPeo,E 3RD ST S&S PEORIA AVE,1324 E 3RD ST S & S PEORIA AVE,36.156648,-95.975145,,,,
5349,3stQuin,E 3RD ST S&S QUINCY AVE,1385 E 3RD ST S & S QUINCY AVE,36.156774,-95.97393,,,,
5350,3Ro,E 3RD ST S& ROCKFORD AVE,1485 E 3RD ST S & S ROCKFORD AVE,36.156758,-95.971886,,,,
5351,3Ro,E 3RD ST S& ROCKFORD AVE,1478 E 3RD ST S & S QUINCY AVE,36.15663,-95.97196,,,,
5352,3stTren,E 3RD ST S&S TRENTON AVE,1589 E 3RD ST S & S TRENTON AVE,36.156742,-95.969589,,,,
5353,3stTren,E 3RD ST S&S TRENTON AVE,1616 E 3RD ST S & S TRENTON AVE,36.156616,-95.968928,,,,
